epoch,train_loss,valid_loss,accuracy,f1_score,country_f1_score,time
0,4.272195816040039,4.6065287590026855,0.08037738502025604,0.025991929695010185,0.048822492361068726,12:22
1,3.3771462440490723,3.9584949016571045,0.15183207392692566,0.07123693823814392,0.09560637921094894,12:19
2,2.773432493209839,3.3052618503570557,0.22723615169525146,0.1269966959953308,0.15179646015167236,12:27
3,2.421640157699585,3.2965633869171143,0.25217580795288086,0.15616780519485474,0.18338549137115479,12:26
4,2.019223213195801,3.1692380905151367,0.27492138743400574,0.174554705619812,0.18919454514980316,12:19
5,1.074446439743042,2.2884368896484375,0.4332626461982727,0.2926921248435974,0.32374727725982666,12:29
6,0.9030613303184509,2.2269561290740967,0.4580560326576233,0.3175891041755676,0.34867897629737854,12:19
7,0.8034215569496155,2.2082395553588867,0.4710012376308441,0.33019503951072693,0.3680283725261688,12:19
8,0.7313258647918701,2.1939868927001953,0.477437287569046,0.3424159586429596,0.373552531003952,12:19
9,0.6330587863922119,2.1862633228302,0.48050904273986816,0.34397879242897034,0.37803876399993896,12:19
10,0.6276715397834778,2.191988468170166,0.4832150936126709,0.34651824831962585,0.38052695989608765,12:19
11,0.6291053295135498,2.1924569606781006,0.48233744502067566,0.34743553400039673,0.38253599405288696,12:20
12,0.6186621785163879,2.1932575702667236,0.48233744502067566,0.3456617593765259,0.3797169625759125,12:19
13,0.6231821179389954,2.1934425830841064,0.48226431012153625,0.34844139218330383,0.3815380334854126,12:19
14,0.6186458468437195,2.1892926692962646,0.4813135266304016,0.34554457664489746,0.37986838817596436,12:19
15,0.6177535057067871,2.1932997703552246,0.481020987033844,0.34662240743637085,0.380475252866745,12:19
16,0.6260733008384705,2.193268299102783,0.481679230928421,0.34505146741867065,0.3827652037143707,12:19
17,0.6273326873779297,2.1865596771240234,0.48248371481895447,0.3481770157814026,0.3810415267944336,12:19
18,0.604226291179657,2.194566249847412,0.4828494191169739,0.34671300649642944,0.3818310499191284,12:19
19,0.607732892036438,2.1949093341827393,0.48263001441955566,0.3481062650680542,0.38211143016815186,12:19
20,0.6234553456306458,2.1957335472106934,0.48204490542411804,0.34561216831207275,0.3833228051662445,12:19
21,0.6121248006820679,2.1898534297943115,0.48204490542411804,0.3461327850818634,0.3808183968067169,12:19
22,0.6242491602897644,2.1931023597717285,0.4836539030075073,0.3478262722492218,0.38298970460891724,12:18
23,0.6131996512413025,2.192216396331787,0.4829225540161133,0.34674665331840515,0.38020020723342896,12:19
24,0.6006557941436768,2.1901233196258545,0.48197177052497864,0.3464750647544861,0.3788219094276428,12:19
25,0.6242823004722595,2.195821762084961,0.4831419587135315,0.3472172021865845,0.38178977370262146,12:19
26,0.615739107131958,2.1946420669555664,0.4813135266304016,0.34617483615875244,0.383510559797287,12:20
27,0.6192170977592468,2.1961629390716553,0.4829956889152527,0.34894293546676636,0.38484880328178406,12:19
28,0.6247382164001465,2.1910147666931152,0.48445841670036316,0.3485877811908722,0.38170501589775085,12:19
29,0.6216707825660706,2.1901233196258545,0.4832882285118103,0.3482283651828766,0.3810226023197174,12:20
